NAME : X-n491-k59
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 491
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 428
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 894 510
2 463 887
3 704 177
4 424 368
5 420 800
6 492 610
7 607 749
8 363 85
9 160 398
10 733 274
11 952 199
12 56 370
13 714 12
14 569 230
15 187 681
16 550 581
17 506 863
18 838 469
19 842 107
20 595 966
21 292 185
22 327 121
23 21 664
24 145 164
25 654 735
26 281 959
27 910 295
28 857 705
29 501 276
30 896 894
31 269 217
32 590 509
33 575 96
34 819 481
35 941 408
36 908 388
37 941 492
38 652 413
39 341 111
40 577 544
41 493 279
42 452 25
43 969 339
44 64 67
45 456 289
46 227 792
47 898 365
48 45 442
49 881 867
50 437 830
51 280 233
52 894 41
53 146 375
54 498 393
55 849 249
56 188 631
57 461 690
58 277 381
59 410 486
60 211 863
61 359 706
62 595 831
63 353 281
64 448 785
65 206 832
66 726 420
67 143 741
68 84 332
69 692 490
70 896 968
71 823 232
72 513 831
73 338 623
74 787 934
75 515 893
76 829 499
77 993 184
78 30 917
79 918 121
80 327 945
81 331 646
82 714 159
83 810 86
84 10 665
85 358 495
86 877 42
87 547 218
88 81 551
89 907 733
90 12 587
91 564 716
92 446 381
93 136 379
94 565 957
95 872 42
96 216 326
97 37 967
98 434 954
99 562 426
100 203 448
101 926 44
102 473 523
103 302 363
104 424 197
105 947 678
106 985 248
107 839 112
108 597 917
109 573 948
110 229 856
111 497 199
112 645 338
113 106 449
114 918 709
115 680 917
116 194 86
117 176 795
118 714 316
119 368 822
120 72 175
121 239 112
122 736 825
123 621 236
124 811 510
125 82 545
126 55 520
127 75 750
128 146 385
129 319 751
130 195 332
131 446 715
132 514 988
133 891 404
134 632 329
135 27 752
136 558 893
137 567 695
138 297 220
139 191 246
140 620 569
141 447 829
142 73 857
143 887 849
144 249 874
145 457 527
146 298 729
147 141 976
148 695 556
149 851 526
150 259 467
151 561 309
152 412 755
153 710 79
154 700 344
155 831 297
156 556 499
157 447 454
158 316 773
159 212 653
160 487 210
161 300 434
162 257 805
163 46 856
164 268 199
165 837 819
166 625 636
167 250 650
168 165 167
169 450 924
170 975 100
171 822 545
172 148 707
173 866 77
174 814 172
175 335 318
176 389 801
177 632 128
178 104 468
179 443 511
180 764 323
181 631 938
182 762 744
183 376 930
184 350 537
185 569 883
186 152 396
187 445 147
188 931 598
189 481 356
190 598 964
191 535 2
192 489 51
193 232 267
194 872 623
195 613 98
196 714 334
197 14 540
198 701 695
199 220 306
200 497 271
201 847 614
202 265 137
203 981 259
204 432 580
205 77 946
206 699 51
207 93 860
208 316 369
209 883 505
210 589 176
211 836 775
212 650 638
213 768 280
214 473 396
215 63 935
216 137 774
217 64 773
218 344 230
219 712 37
220 184 58
221 434 502
222 149 342
223 292 48
224 402 160
225 365 500
226 287 35
227 394 695
228 102 642
229 674 817
230 109 754
231 187 972
232 802 453
233 5 16
234 421 581
235 919 639
236 720 439
237 333 681
238 981 743
239 411 723
240 278 830
241 459 907
242 999 105
243 569 15
244 603 751
245 512 804
246 642 674
247 874 573
248 22 715
249 449 0
250 526 96
251 882 218
252 569 128
253 631 543
254 299 63
255 440 40
256 362 758
257 833 46
258 35 765
259 578 23
260 860 181
261 942 561
262 533 5
263 845 191
264 487 372
265 749 598
266 908 610
267 796 267
268 528 127
