NAME : X-n384-k52
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 384
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 564
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 51 570
2 691 985
3 66 119
4 502 415
5 434 289
6 427 584
7 342 576
8 790 87
9 312 475
10 908 531
11 840 566
12 863 232
13 284 833
14 515 175
15 9 243
16 768 209
17 777 582
18 84 508
19 380 523
20 255 267
21 544 961
22 408 661
23 57 588
24 278 44
25 168 722
26 726 406
27 223 385
28 495 70
29 560 632
30 235 655
31 643 127
32 765 267
33 459 976
34 585 962
35 154 796
36 650 444
37 931 52
38 377 19
39 178 633
40 917 803
41 871 677
42 667 164
43 208 651
44 35 437
45 503 680
46 462 870
47 322 123
48 677 829
49 878 407
50 223 251
51 671 94
52 218 351
53 375 220
54 367 567
55 986 869
56 236 769
57 202 998
58 761 712
59 75 520
60 14 737
61 895 632
62 224 725
63 328 387
64 36 300
65 817 531
66 31 283
67 209 574
68 490 395
69 659 121
70 410 207
71 761 450
72 768 348
73 943 340
74 39 955
75 106 150
76 963 376
77 516 144
78 554 127
79 944 75
80 373 88
81 54 5
82 39 965
83 51 392
84 999 983
85 563 410
86 536 848
87 786 533
88 42 948
89 875 361
90 535 800
91 581 696
92 413 763
93 148 875
94 483 983
95 449 343
96 219 600
97 374 487
98 279 200
99 479 705
100 273 519
101 869 745
102 776 395
103 341 275
104 593 973
105 778 716
106 277 152
107 782 314
108 896 301
109 573 478
110 42 198
111 124 348
112 105 240
113 557 630
114 782 897
115 774 669
116 847 411
117 357 782
118 161 755
119 709 832
120 948 830
121 434 60
122 298 921
123 990 161
124 942 399
125 571 611
126 262 680
127 253 246
128 563 416
129 382 91
130 579 962
131 215 439
132 248 65
133 811 175
134 725 834
135 169 359
136 641 926
137 625 52
138 629 8
139 486 394
140 83 462
141 924 930
142 175 333
143 115 192
144 123 534
145 634 528
146 702 299
147 86 172
148 11 889
149 8 583
150 495 538
151 3 14
152 201 666
153 131 348
154 300 323
155 551 167
156 851 897
157 412 90
158 813 64
159 993 344
160 317 999
161 90 595
162 180 817
163 667 24
164 666 285
165 733 661
166 506 774
167 493 953
168 162 458
169 735 602
170 345 771
171 468 639
172 776 107
173 819 750
174 204 781
175 165 858
176 678 218
177 536 950
178 47 421
179 239 153
180 744 664
181 766 64
182 788 448
183 920 330
184 54 707
185 216 471
186 793 257
187 517 964
188 389 503
189 923 563
190 383 388
191 917 890
192 734 599
193 749 248
194 333 17
195 84 713
196 776 428
197 888 452
198 371 465
199 565 304
200 408 820
201 357 613
202 675 690
203 979 298
204 222 489
205 507 187
206 379 793
207 526 595
208 17 545
209 513 146
210 70 513
211 484 862
212 294 987
213 880 478
214 287 733
215 709 30
216 755 201
217 939 682
218 23 975
219 135 799
220 808 471
221 352 279
222 224 900
223 275 130
224 60 465
225 608 301
226 288 813
227 718 755
228 829 744
229 523 799
230 569 157
231 634 665
232 627 260
233 743 336
234 870 16
235 267 623
236 675 856
237 239 494
238 950 618
239 445 653
240 394 763
241 816 368
242 19 825
243 68 548
244 912 106
245 600 71
246 245 644
247 620 364
248 555 400
249 549 230
250 243 724
251 657 925
252 355 48
253 951 488
254 586 851
255 318 318
256 549 848
257 917 3
258 295 453
259 818 398
260 73 482
261 891 952
262 349 100
263 950 284
264 69 29
265 140 20
266 178 1
267 585 862
268 381 457
