NAME : X-n733-k159
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 733
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 25
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 500 500
2 143 12
3 206 907
4 895 855
5 640 970
6 865 716
7 993 356
8 618 966
9 963 539
10 50 979
11 241 998
12 32 206
13 288 926
14 299 507
15 336 180
16 589 726
17 665 488
18 36 521
19 112 895
20 814 442
21 843 474
22 17 258
23 360 273
24 814 537
25 775 524
26 825 471
27 321 87
28 773 958
29 119 166
30 368 928
31 193 250
32 452 919
33 736 322
34 386 911
35 624 313
36 694 398
37 186 803
38 948 721
39 216 973
40 915 641
41 238 810
42 946 172
43 23 561
44 613 657
45 359 434
46 604 96
47 56 554
48 862 723
49 222 161
50 974 838
51 775 67
52 815 880
53 204 362
54 435 760
55 593 358
56 203 435
57 882 803
58 194 739
59 380 323
60 836 461
61 537 136
62 789 669
63 956 1000
64 98 295
65 656 410
66 580 959
67 594 64
68 459 43
69 425 559
70 262 31
71 522 339
72 960 74
73 237 910
74 353 828
75 420 281
76 721 524
77 185 679
78 703 303
79 923 491
80 444 792
81 567 476
82 987 930
83 113 210
84 907 45
85 383 799
86 209 192
87 34 820
88 464 717
89 837 536
90 202 94
91 177 341
92 551 3
93 835 467
94 128 655
95 988 937
96 179 369
97 487 765
98 975 406
99 365 411
100 440 41
101 607 487
102 57 898
103 161 707
104 0 517
105 210 88
106 524 195
107 682 409
108 608 55
109 16 909
110 846 379
111 183 242
112 586 182
113 948 682
114 324 44
115 380 573
116 339 188
117 629 32
118 589 805
119 934 907
120 848 633
121 890 973
122 98 787
123 964 391
124 171 837
125 261 409
126 637 133
127 541 313
128 946 388
129 479 636
130 818 503
131 188 602
132 887 643
133 981 839
134 585 570
135 383 325
136 288 219
137 407 596
138 707 525
139 56 193
140 523 502
141 102 374
142 282 573
143 90 56
144 538 143
145 614 30
146 237 435
147 823 405
148 363 560
149 192 314
150 826 849
151 541 870
152 604 432
153 292 364
154 131 65
155 990 723
156 944 209
157 68 210
158 564 354
159 865 378
160 646 604
161 883 273
162 362 499
163 313 888
164 49 95
165 797 864
166 93 297
167 439 445
168 74 429
169 76 683
170 152 66
171 796 886
172 716 113
173 693 324
174 263 134
175 893 184
176 549 927
177 817 770
178 976 350
179 692 957
180 227 408
181 323 894
182 169 573
183 106 959
184 982 365
185 292 960
186 552 181
187 505 588
188 119 372
189 506 122
190 160 569
191 208 381
192 530 266
193 947 928
194 857 644
195 990 518
196 178 652
197 305 811
198 834 331
199 577 316
200 607 398
201 471 599
202 111 69
203 149 735
204 437 140
205 38 10
206 37 315
207 841 876
208 870 781
209 806 151
210 789 38
211 238 478
212 182 984
213 272 20
214 869 228
215 880 423
216 231 683
217 142 8
218 611 385
219 760 234
220 950 575
221 823 394
222 676 27
223 823 573
224 850 625
225 923 848
226 552 189
227 468 743
228 522 560
229 756 931
230 55 920
231 47 187
232 136 376
233 838 595
234 833 785
235 367 992
236 938 833
237 389 681
238 856 363
239 184 380
240 751 956
241 831 424
242 927 752
243 711 219
244 479 537
245 288 947
246 175 63
247 111 514
248 603 634
249 90 763
250 557 925
251 3 914
252 682 68
253 269 277
254 360 979
255 958 203
256 854 930
257 59 285
258 697 384
259 999 813
260 332 70
261 399 474
262 8 315
263 102 310
264 913 612
265 429 919
266 567 461
267 700 906
268 465 439
