NAME : X-n266-k58
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 266
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 35
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 143 12
2 206 907
3 895 855
4 640 970
5 865 716
6 993 356
7 618 966
8 963 539
9 50 979
10 241 998
11 32 206
12 288 926
13 299 507
14 336 180
15 589 726
16 665 488
17 36 521
18 112 895
19 814 442
20 843 474
21 17 258
22 360 273
23 814 537
24 775 524
25 825 471
26 321 87
27 773 958
28 119 166
29 368 928
30 193 250
31 452 919
32 736 322
33 386 911
34 624 313
35 694 398
36 186 803
37 948 721
38 216 973
39 915 641
40 238 810
41 946 172
42 23 561
43 613 657
44 359 434
45 604 96
46 56 554
47 862 723
48 222 161
49 974 838
50 775 67
51 815 880
52 204 362
53 435 760
54 593 358
55 203 435
56 882 803
57 194 739
58 380 323
59 836 461
60 537 136
61 789 669
62 956 1000
63 98 295
64 656 410
65 580 959
66 594 64
67 459 43
68 425 559
69 262 31
70 522 339
71 960 74
72 237 910
73 353 828
74 420 281
75 721 524
76 185 679
77 703 303
78 923 491
79 444 792
80 567 476
81 987 930
82 113 210
83 907 45
84 383 799
85 209 192
86 34 820
87 464 717
88 837 536
89 202 94
90 177 341
91 551 3
92 835 467
93 128 655
94 988 937
95 179 369
96 487 765
97 975 406
98 365 411
99 440 41
100 607 487
101 57 898
102 161 707
103 0 517
104 210 88
105 524 195
106 682 409
107 608 55
108 16 909
109 846 379
110 183 242
111 586 182
112 948 682
113 324 44
114 380 573
115 339 188
116 629 32
117 589 805
118 934 907
119 848 633
120 890 973
121 98 787
122 964 391
123 171 837
124 261 409
125 637 133
126 541 313
127 946 388
128 479 636
129 818 503
130 188 602
131 887 643
132 981 839
133 585 570
134 383 325
135 288 219
136 407 596
137 707 525
138 56 193
139 523 502
140 120 163
141 352 597
142 304 158
143 441 587
144 104 295
145 66 150
146 424 609
147 184 395
148 464 153
149 39 224
150 277 43
151 380 496
152 620 623
153 367 300
154 347 401
155 435 235
156 242 543
157 321 572
158 625 361
159 651 354
160 426 359
161 673 531
162 458 375
163 379 329
164 309 329
165 348 126
166 166 46
167 75 271
168 859 379
169 531 461
170 747 578
171 257 92
172 78 288
173 257 383
174 437 360
175 343 279
176 668 383
177 354 647
178 482 603
179 458 522
180 686 499
181 298 392
182 347 264
183 407 379
184 321 280
185 691 402
186 59 174
187 111 266
188 592 424
189 667 384
190 108 339
191 312 489
192 382 227
193 384 639
194 84 311
195 378 58
196 88 62
197 505 612
198 198 132
199 76 112
200 591 502
201 689 522
202 526 495
203 138 63
204 511 638
205 327 293
206 292 538
207 171 142
208 696 506
209 234 718
210 430 247
211 727 571
212 614 295
213 566 543
214 803 537
215 340 598
216 511 469
217 765 571
218 270 251
219 368 533
220 327 164
221 696 575
222 218 562
223 441 622
224 127 121
225 769 443
226 821 500
227 348 574
228 310 87
229 770 527
230 431 539
231 232 256
232 410 281
233 449 507
234 147 223
235 352 172
236 410 339
237 151 36
238 208 116
239 440 59
240 256 195
241 356 343
242 421 333
243 294 460
244 752 289
245 728 554
246 660 422
247 482 173
248 857 655
249 415 551
250 228 318
251 486 491
252 316 620
253 607 505
254 634 426
255 331 128
256 443 613
257 322 620
258 459 681
259 364 278
260 395 494
261 455 610
262 134 149
263 79 208
264 193 203
265 539 493
266 381 435
