NAME : X-n331-k15
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 331
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 23
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 0 0
2 2 857
3 407 102
4 915 965
5 797 45
6 997 241
7 650 683
8 748 248
9 99 174
10 2 545
11 277 689
12 568 771
13 76 105
14 117 973
15 171 971
16 327 183
17 277 697
18 269 246
19 670 18
20 51 901
21 951 696
22 710 102
23 61 465
24 348 606
25 551 243
26 524 793
27 89 582
28 900 748
29 235 368
30 122 587
31 449 781
32 970 38
33 362 490
34 742 267
35 289 115
36 898 957
37 996 922
38 951 633
39 713 779
40 603 247
41 402 363
42 143 0
43 274 608
44 81 422
45 550 408
46 43 699
47 482 575
48 909 254
49 613 37
50 202 575
51 297 297
52 736 288
53 464 127
54 499 491
55 635 531
56 796 328
57 184 941
58 641 824
59 863 673
60 396 950
61 555 631
62 664 966
63 301 260
64 425 990
65 559 746
66 431 827
67 724 472
68 847 51
69 888 721
70 136 331
71 859 627
72 206 5
73 429 381
74 798 918
75 886 684
76 123 488
77 779 445
78 764 43
79 938 743
80 800 398
81 734 20
82 211 678
83 601 545
84 512 403
85 796 106
86 644 810
87 416 973
88 115 435
89 667 91
90 395 941
91 374 546
92 546 191
93 754 255
94 124 588
95 423 929
96 314 637
97 668 268
98 321 786
99 960 423
100 11 499
101 721 692
102 803 584
103 337 475
104 806 773
105 429 478
106 214 547
107 361 166
108 944 218
109 12 468
110 527 255
111 789 724
112 250 862
113 892 896
114 545 806
115 832 12
116 628 495
117 194 884
118 395 309
119 655 39
120 558 175
121 247 947
122 36 394
123 877 451
124 599 724
125 83 489
126 754 703
127 65 35
128 889 230
129 938 307
130 662 394
131 248 220
132 642 549
133 747 86
134 201 643
135 400 574
136 653 798
137 653 904
138 643 138
139 951 307
140 793 865
141 500 726
142 585 586
143 285 769
144 511 898
145 336 912
146 454 207
147 239 951
148 335 815
149 911 708
150 2 239
151 602 984
152 372 799
153 177 756
154 816 435
155 617 639
156 806 796
157 793 584
158 803 561
159 479 831
160 397 20
161 618 113
162 702 902
163 838 111
164 989 451
165 215 154
166 581 757
167 294 174
168 997 332
169 350 909
170 335 941
171 906 354
172 920 675
173 493 469
174 187 284
175 678 127
176 831 755
177 316 319
178 188 134
179 73 608
180 884 613
181 193 831
182 717 851
183 508 52
184 809 556
185 705 769
186 983 312
187 847 359
188 415 658
189 132 789
190 520 413
191 913 564
192 90 256
193 960 936
194 693 559
195 980 347
196 300 456
197 376 144
198 192 177
199 272 525
200 88 626
201 772 743
202 540 206
203 474 559
204 575 901
205 241 949
206 583 602
207 215 48
208 460 683
209 81 368
210 998 835
211 585 234
212 522 137
213 294 501
214 788 392
215 621 498
216 116 698
217 81 236
218 788 277
219 817 861
220 678 560
221 351 354
222 156 507
223 617 486
224 218 189
225 213 23
226 884 616
227 923 177
228 829 814
229 479 307
230 285 153
231 584 878
232 176 928
233 166 656
234 507 183
235 907 171
236 7 792
237 995 412
238 22 787
239 149 784
240 649 933
241 885 309
242 131 560
243 22 81
244 502 640
245 462 970
246 465 114
247 192 569
248 547 473
249 557 408
250 480 579
251 775 395
252 845 753
253 701 529
254 962 95
255 842 847
256 31 68
257 627 629
258 524 322
259 918 853
260 823 774
261 775 894
262 109 935
263 478 480
264 511 488
265 785 899
266 487 121
267 453 440
268 470 598
