NAME : X-n219-k73
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 219
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 3
NODE_COORD_SECTION
1 0 0
2 18 761
3 835 397
4 299 16
5 31 168
6 142 257
7 242 984
8 612 357
9 663 812
10 105 188
11 487 636
12 993 703
13 672 148
14 506 259
15 953 706
16 888 203
17 107 534
18 772 692
19 475 182
20 828 775
21 719 220
22 655 722
23 844 197
24 918 600
25 460 844
26 739 102
27 301 523
28 341 627
29 989 936
30 935 602
31 44 72
32 861 67
33 163 416
34 981 503
35 722 397
36 317 903
37 547 95
38 944 106
39 935 192
40 128 376
41 908 176
42 720 226
43 738 793
44 791 498
45 712 751
46 530 693
47 141 673
48 380 544
49 634 301
50 427 853
51 606 949
52 47 557
53 48 202
54 791 67
55 546 876
56 526 842
57 535 216
58 828 214
59 829 352
60 623 473
61 374 1000
62 74 187
63 275 415
64 726 789
65 51 597
66 894 395
67 159 743
68 301 893
69 755 946
70 978 261
71 709 153
72 391 153
73 876 370
74 846 725
75 604 107
76 117 709
77 507 89
78 348 744
79 476 204
80 181 957
81 948 710
82 158 788
83 414 685
84 358 66
85 196 732
86 283 343
87 456 931
88 5 468
89 459 43
90 555 414
91 94 964
92 558 360
93 641 424
94 132 16
95 777 947
96 25 205
97 852 45
98 5 686
99 400 682
100 501 234
101 905 968
102 492 971
103 817 114
104 651 941
105 817 643
106 735 937
107 333 829
108 223 584
109 306 412
110 209 663
111 206 549
112 542 691
113 296 10
114 215 747
115 148 641
116 9 553
117 411 59
118 382 800
119 824 612
120 608 727
121 481 574
122 169 950
123 350 608
124 396 536
125 36 459
126 359 339
127 798 917
128 10 569
129 813 10
130 569 627
131 692 467
132 166 178
133 247 413
134 738 487
135 508 327
136 158 986
137 983 244
138 637 109
139 177 207
140 357 374
141 361 972
142 365 701
143 582 957
144 712 996
145 932 452
146 847 981
147 60 66
148 252 267
149 944 435
150 338 688
151 900 168
152 583 871
153 852 59
154 921 72
155 845 534
156 387 253
157 812 354
158 5 404
159 590 575
160 930 128
161 184 742
162 832 466
163 285 346
164 548 976
165 32 531
166 966 58
167 31 40
168 162 539
169 621 425
170 802 495
171 385 493
172 769 329
173 921 15
174 64 106
175 854 678
176 943 122
177 103 285
178 304 739
179 398 212
180 335 459
181 43 108
182 400 255
183 935 851
184 179 147
185 822 749
186 60 32
187 829 992
188 783 760
189 218 360
190 321 463
191 403 172
192 32 134
193 218 490
194 44 456
195 430 570
196 896 875
197 509 572
198 424 936
199 639 505
200 914 852
201 984 435
202 479 341
203 207 937
204 709 700
205 235 795
206 557 130
207 270 964
208 482 320
209 60 761
210 836 272
211 413 327
212 509 379
213 961 329
214 819 754
215 176 910
216 648 809
217 640 892
218 838 79
219 552 232
PICKUP_AND_DELIVERY_SECTION
1 0 0 0 0 0 0
2 0 0 0 0 0.976347 0.0236531
3 0 0 0 0 0.524551 0.475449
4 0 0 0 0 0.946488 0.0535117
5 0 0 0 0 0.815476 0.184524
6 0 0 0 0 0.447471 0.552529
7 0 0 0 0 0.754065 0.245935
8 0 0 0 0 0.416667 0.583333
9 0 0 0 0 0.183498 0.816502
10 0 0 0 0 0.441489 0.558511
11 0 0 0 0 0.234277 0.765723
12 0 0 0 0 0.292044 0.707956
13 0 0 0 0 0.779762 0.220238
14 0 0 0 0 0.488142 0.511858
15 0 0 0 0 0.259182 0.740818
16 0 0 0 0 0.771396 0.228604
