NAME : X-n783-k48
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 783
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 832
NODE_COORD_SECTION
1 909 919
2 878 721
3 969 85
4 591 195
5 955 148
6 587 903
7 994 792
8 625 129
9 544 703
10 461 167
11 37 644
12 615 22
13 773 788
14 384 364
15 51 291
16 109 732
17 570 124
18 692 985
19 62 150
20 358 5
21 188 450
22 674 658
23 676 904
24 815 984
25 710 16
26 74 658
27 576 1000
28 636 695
29 547 92
30 587 397
31 26 150
32 182 561
33 938 462
34 362 928
35 366 835
36 516 892
37 448 923
38 501 445
39 513 799
40 905 388
41 474 791
42 560 782
43 465 552
44 315 645
45 738 396
46 45 915
47 797 871
48 922 643
49 793 586
50 921 458
51 160 295
52 598 257
53 516 221
54 99 169
55 788 634
56 425 751
57 616 680
58 949 444
59 987 459
60 182 279
61 127 354
62 791 822
63 645 609
64 857 386
65 917 154
66 398 480
67 729 688
68 134 510
69 172 2
70 499 737
71 780 565
72 908 477
73 917 341
74 272 553
75 421 876
76 770 2
77 497 623
78 853 27
79 853 521
80 519 196
81 90 822
82 827 901
83 350 168
84 656 56
85 199 924
86 732 55
87 772 748
88 884 973
89 158 430
90 563 13
91 50 959
92 609 223
93 628 860
94 264 436
95 699 764
96 441 479
97 95 246
98 236 627
99 307 893
100 695 302
101 378 639
102 830 30
103 44 339
104 885 644
105 122 603
106 850 732
107 155 865
108 230 346
109 300 719
110 55 954
111 467 494
112 153 641
113 713 82
114 659 564
115 881 18
116 781 654
117 490 806
118 823 569
119 878 496
120 441 898
121 589 516
122 165 614
123 17 749
124 164 778
125 296 858
126 258 488
127 437 866
128 187 88
129 725 988
130 125 619
131 352 701
132 447 517
133 316 80
134 743 575
135 555 373
136 84 140
137 341 827
138 541 567
139 919 768
140 945 924
141 397 932
142 905 944
143 892 37
144 74 227
145 911 617
146 668 697
147 1 96
148 223 299
149 637 118
150 622 958
151 356 127
152 347 777
153 157 190
154 8 497
155 138 78
156 100 192
157 384 598
158 23 228
159 110 163
160 345 464
161 53 628
162 316 705
163 112 361
164 642 405
165 235 578
166 489 621
167 563 916
168 759 215
169 822 262
170 597 310
171 960 837
172 164 988
173 37 513
174 648 247
175 375 402
176 531 205
177 935 676
178 103 549
179 964 651
180 233 241
181 891 112
182 378 472
183 457 893
184 852 861
185 113 701
186 340 913
187 662 198
188 667 718
189 140 332
190 809 908
191 968 908
192 163 857
193 333 418
194 59 136
195 839 123
196 529 215
197 385 380
198 319 417
199 318 216
200 156 119
201 816 160
202 267 210
203 528 320
204 138 787
205 473 713
206 537 114
207 168 838
208 774 825
209 32 510
210 216 372
211 16 935
212 60 733
213 500 37
214 343 363
215 429 41
216 205 398
217 708 298
218 411 109
219 840 359
220 112 603
221 816 310
222 865 775
223 259 348
224 893 516
225 814 607
226 605 162
227 781 239
228 359 199
229 16 739
230 482 214
231 70 526
232 528 103
233 572 770
234 802 517
235 876 469
236 118 571
237 952 781
238 823 795
239 522 595
240 52 336
241 456 367
242 255 413
243 410 194
244 956 21
245 717 142
246 766 880
247 524 825
248 657 640
249 189 232
250 471 339
251 920 809
252 688 98
253 660 781
254 441 81
255 236 735
256 784 692
257 743 446
258 201 32
259 188 957
260 381 605
261 380 904
262 227 263
263 69 94
264 123 416
265 341 341
266 450 482
267 251 533
268 352 591
269 724 967
270 753 539
271 684 924
272 617 989
273 455 500
274 472 926
275 395 683
276 167 357
