NAME : X-n167-k10
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 167
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 133
NODE_COORD_SECTION
1 0 0
2 832 885
3 777 632
4 406 257
5 620 467
6 58 70
7 116 423
8 104 445
9 714 722
10 188 503
11 856 594
12 932 448
13 749 982
14 818 889
15 377 493
16 337 419
17 772 605
18 373 448
19 519 112
20 849 274
21 533 839
22 610 417
23 69 583
24 573 195
25 988 324
26 110 550
27 271 676
28 694 130
29 791 590
30 785 614
31 321 305
32 974 292
33 804 556
34 372 893
35 867 23
36 252 660
37 588 34
38 939 685
39 511 524
40 948 479
41 912 227
42 380 807
43 309 141
44 558 759
45 241 225
46 920 87
47 269 351
48 156 776
49 251 512
50 608 874
51 853 269
52 897 572
53 316 461
54 825 529
55 474 152
56 510 453
57 15 838
58 778 928
59 1 896
60 804 492
61 630 294
62 2 966
63 254 539
64 167 28
65 646 879
66 863 49
67 508 759
68 64 165
69 249 525
70 49 605
71 990 375
72 539 272
73 833 561
74 84 571
75 378 847
76 713 485
77 489 204
78 815 905
79 307 774
80 286 204
81 517 61
82 918 74
83 864 397
84 35 597
85 918 632
86 395 570
87 87 97
88 318 94
89 893 805
90 82 392
91 471 899
92 567 895
93 349 360
94 138 560
95 459 962
96 795 461
97 398 467
98 553 606
99 952 89
100 92 22
101 853 188
102 643 80
103 801 227
104 127 74
105 727 975
106 552 48
107 311 959
108 647 876
109 742 168
110 755 589
111 741 8
112 975 954
113 820 502
114 552 300
115 802 744
116 515 599
117 585 600
118 573 793
119 159 669
120 248 369
121 868 476
122 275 194
123 930 933
124 233 587
125 198 35
126 444 648
127 184 822
128 107 840
129 312 573
130 694 813
131 446 264
132 586 483
133 648 274
134 967 362
135 194 330
136 963 135
137 846 717
138 32 487
139 358 728
140 608 182
141 250 367
142 989 392
143 820 307
144 473 274
145 408 84
146 762 800
147 917 560
148 586 830
149 571 616
150 606 445
151 939 116
152 551 528
153 191 102
154 605 583
155 627 249
156 53 819
157 427 571
158 168 479
159 679 371
160 354 415
161 638 444
162 535 918
163 243 535
164 796 796
165 886 32
166 272 699
167 421 935
PICKUP_AND_DELIVERY_SECTION
1 0 0 0 0 0 0
2 0 0 0 0 0.359322 5.64068
3 0 0 0 0 1.67954 7.32046
4 0 0 0 0 2.56897 4.43103
5 0 0 0 0 1.23387 3.76613
6 0 0 0 0 1.54286 7.45714
7 0 0 0 0 3.62884 1.37116
8 0 0 0 0 6.89663 2.10337
9 0 0 0 0 0.0775623 6.92244
10 0 0 0 0 6.26243 3.73757
11 0 0 0 0 2.4486 5.5514
12 0 0 0 0 3.11588 2.88412
13 0 0 0 0 1.18635 3.81365
14 0 0 0 0 0.718785 8.28121
15 0 0 0 0 1.88235 6.11765
16 0 0 0 0 1.76134 7.23866
17 0 0 0 0 2.16321 7.83679
18 0 0 0 0 0.837054 4.16295
19 0 0 0 0 5.4894 1.5106
20 0 0 0 0 5.41814 2.58186
21 0 0 0 0 1.8236 3.1764
22 0 0 0 0 2.84754 6.15246
23 0 0 0 0 7.93482 1.06518
24 0 0 0 0 4.6178 2.3822
25 0 0 0 0 3.36032 1.63968
26 0 0 0 0 5.6 1.4
27 0 0 0 0 4.7929 3.2071
28 0 0 0 0 4.0634 0.936599
29 0 0 0 0 2.54109 7.45891
30 0 0 0 0 1.96051 7.03949
31 0 0 0 0 0.448598 8.5514
32 0 0 0 0 6.30185 2.69815
