NAME : X-n837-k142
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 837
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 44
NODE_COORD_SECTION
1 940 231
2 721 848
3 618 44
4 993 145
5 636 512
6 274 496
7 245 945
8 449 812
9 29 650
10 399 8
11 548 19
12 769 717
13 221 850
14 980 233
15 477 922
16 498 720
17 136 832
18 351 663
19 58 67
20 889 569
21 28 334
22 804 928
23 900 138
24 393 403
25 982 609
26 79 299
27 684 582
28 169 252
29 405 925
30 875 191
31 674 112
32 576 537
33 539 63
34 338 657
35 210 209
36 676 568
37 949 826
38 572 890
39 210 615
40 737 46
41 30 527
42 131 724
43 671 842
44 727 566
45 507 497
46 524 134
47 167 665
48 819 108
49 929 582
50 713 738
51 352 626
52 887 547
53 176 645
54 611 289
55 457 532
56 11 147
57 958 60
58 587 187
59 790 956
60 974 63
61 306 225
62 961 969
63 238 736
64 758 840
65 88 44
66 507 811
67 768 476
68 51 914
69 494 445
70 953 33
71 922 45
72 748 111
73 544 867
74 477 596
75 322 79
76 439 150
77 586 764
78 214 599
79 168 480
80 925 138
81 797 107
82 751 783
83 738 913
84 703 73
85 681 886
86 627 27
87 887 310
88 478 345
89 571 600
90 834 858
91 549 370
92 657 233
93 126 769
94 317 934
95 237 55
96 851 409
97 838 426
98 477 559
99 542 94
100 370 432
101 520 621
102 666 178
103 631 484
104 733 255
105 820 918
106 687 877
107 752 983
108 157 720
109 709 898
110 300 878
111 728 617
112 66 59
113 991 657
114 717 47
115 463 177
116 586 397
117 792 307
118 100 392
119 438 722
120 43 247
121 71 476
122 69 560
123 211 73
124 471 14
125 115 806
126 194 337
127 921 320
128 104 495
129 36 456
130 500 152
131 782 316
132 881 374
133 277 601
134 962 575
135 588 181
136 941 728
137 108 931
138 11 814
139 209 800
140 129 525
141 126 149
142 31 219
143 97 324
144 495 122
145 759 480
146 859 782
147 780 669
148 786 769
149 759 159
150 282 633
151 361 17
152 957 103
153 711 939
154 544 544
155 27 318
156 665 656
157 523 586
158 842 429
159 539 783
160 769 347
161 937 386
162 824 841
163 738 391
164 833 988
165 16 637
166 91 472
167 41 388
168 623 780
169 660 155
170 700 658
171 946 783
172 607 815
173 87 771
174 658 874
175 527 853
176 459 577
177 352 829
178 427 235
179 937 639
180 554 438
181 833 692
182 421 999
183 908 447
184 469 163
185 737 238
186 509 61
187 246 352
188 488 408
189 600 359
190 510 460
191 342 691
192 95 216
193 787 465
194 700 873
195 659 568
196 478 525
197 988 980
198 303 119
199 241 353
200 28 661
201 724 842
202 2 660
203 210 180
204 840 841
205 843 9
206 430 92
207 265 453
208 209 673
209 20 952
210 673 659
211 185 335
212 138 655
213 263 155
214 769 741
215 325 260
216 831 678
217 401 625
218 212 360
219 118 426
220 192 520
221 596 376
222 449 679
223 579 295
224 333 352
225 837 944
226 377 500
227 797 97
228 65 235
229 440 877
230 849 769
231 439 326
232 407 621
233 550 241
234 169 68
235 253 243
236 76 852
237 642 116
238 598 124
239 564 374
240 997 660
241 14 98
242 845 303
243 774 9
244 791 671
245 299 800
246 575 109
247 865 708
248 290 897
249 953 348
250 906 692
251 895 790
252 25 242
253 761 886
254 909 336
255 501 846
256 731 4
257 337 71
258 106 973
259 400 229
260 846 368
261 623 580
262 978 669
263 884 559
264 10 910
265 390 602
266 451 134
267 324 221
268 569 98
269 735 341
270 411 220
271 672 867
272 69 790
273 584 520
274 193 416
275 954 912
276 761 734
