NAME : X-n411-k19
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 411
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 216
NODE_COORD_SECTION
1 175 821
2 62 495
3 662 959
4 109 216
5 156 748
6 178 957
7 120 571
8 75 480
9 44 98
10 386 1000
11 96 465
12 98 796
13 213 642
14 642 977
15 629 893
16 36 124
17 155 172
18 6 367
19 39 198
20 40 311
21 649 801
22 208 367
23 237 944
24 282 313
25 114 684
26 69 168
27 23 553
28 137 467
29 244 971
30 86 456
31 125 681
32 77 398
33 128 820
34 166 804
35 657 959
36 160 172
37 674 882
38 255 944
39 709 691
40 167 720
41 187 995
42 246 707
43 95 518
44 44 264
45 262 940
46 739 987
47 210 586
48 240 994
49 199 564
50 108 491
51 832 933
52 715 874
53 130 426
54 518 749
55 90 209
56 760 925
57 118 92
58 72 270
59 606 976
60 129 975
61 157 787
62 626 857
63 169 712
64 105 710
65 105 233
66 65 322
67 685 804
68 215 664
69 211 996
70 336 887
71 728 533
72 649 836
73 93 905
74 143 894
75 47 136
76 198 125
77 707 977
78 682 937
79 17 858
80 370 512
81 222 825
82 55 388
83 182 905
84 41 510
85 128 221
86 266 796
87 349 821
88 108 777
89 98 842
90 225 528
91 140 920
92 132 465
93 132 478
94 126 754
95 144 476
96 138 981
97 127 302
98 163 937
99 11 794
100 663 942
101 138 464
102 27 134
103 213 819
104 150 746
105 184 760
106 122 579
107 180 670
108 166 955
109 111 284
110 222 859
111 104 951
112 162 968
113 73 394
114 620 899
115 193 257
116 52 737
117 655 914
118 110 440
119 232 648
120 645 922
121 204 708
122 52 512
123 161 887
124 46 259
125 151 777
126 191 999
127 125 766
128 247 686
129 68 464
130 5 393
131 696 937
132 642 902
133 86 905
134 132 600
135 115 788
136 126 801
137 58 479
138 637 926
139 147 765
140 145 772
141 592 971
142 58 195
143 236 969
144 729 986
145 204 931
146 731 958
147 616 999
148 234 458
149 0 48
150 138 215
151 82 268
152 661 893
153 828 769
154 587 942
155 631 978
156 64 297
157 257 671
158 158 185
159 190 183
160 127 166
161 75 564
162 26 818
163 157 888
164 97 174
165 53 210
166 255 551
167 93 135
168 303 976
169 139 824
170 144 824
171 166 971
172 23 468
173 195 983
174 73 379
175 182 177
176 118 595
177 192 702
178 355 701
179 63 190
180 164 489
181 228 918
182 746 859
183 190 958
184 162 797
185 587 963
186 113 97
187 119 363
188 82 200
189 93 167
190 679 707
191 139 264
192 164 569
193 751 803
194 22 100
195 143 744
196 217 890
197 55 196
198 792 923
199 226 907
200 584 877
201 786 815
202 139 121
203 179 742
204 749 909
205 198 934
206 252 809
207 70 115
208 309 976
209 191 915
210 333 77
211 82 928
212 78 497
213 11 624
214 642 915
215 71 75
216 547 981
217 271 936
218 662 981
219 214 918
220 677 991
221 8 272
222 492 817
223 49 230
224 109 241
225 33 514
226 130 276
227 178 969
228 309 966
229 100 444
230 27 507
231 702 937
232 255 943
233 123 135
234 88 408
235 124 772
236 648 973
237 662 952
238 233 834
239 280 828
240 150 753
241 70 339
242 120 919
243 572 980
244 135 814
245 3 464
246 38 618
247 76 755
248 34 399
249 88 671
250 23 336
251 201 544
252 733 850
253 38 527
254 46 502
255 686 952
256 653 958
257 770 920
258 158 769
259 211 709
260 96 761
261 190 120
262 515 841
263 107 915
264 187 932
265 34 241
266 101 968
267 228 938
268 152 397
269 163 188
270 843 942
271 208 922
272 166 931
273 455 984
274 606 962
275 553 894
276 343 894
