NAME : X-n313-k71
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 313
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 248
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 471 44
2 63 475
3 766 504
4 895 595
5 816 377
6 462 590
7 997 596
8 775 993
9 16 97
10 839 348
11 558 896
12 423 912
13 169 411
14 75 602
15 402 52
16 388 208
17 202 39
18 510 841
19 555 484
20 920 633
21 369 718
22 432 696
23 624 872
24 472 323
25 753 701
26 584 440
27 292 665
28 202 310
29 764 255
30 662 486
31 822 575
32 469 13
33 640 165
34 814 886
35 554 82
36 336 745
37 950 229
38 142 835
39 407 932
40 69 205
41 86 764
42 202 165
43 376 632
44 639 987
45 775 98
46 503 855
47 38 960
48 215 73
49 566 78
50 4 517
51 44 457
52 676 337
53 338 568
54 623 911
55 626 931
56 97 43
57 799 942
58 725 430
59 93 953
60 264 347
61 986 595
62 631 614
63 331 362
64 158 793
65 760 436
66 115 641
67 307 764
68 469 817
69 315 388
70 906 830
71 564 25
72 88 246
73 671 892
74 181 139
75 723 784
76 609 798
77 174 403
78 76 671
79 984 939
80 830 579
81 3 893
82 176 164
83 625 158
84 249 590
85 663 347
86 21 500
87 501 372
88 572 218
89 483 270
90 604 201
91 548 281
92 205 745
93 125 178
94 870 931
95 276 846
96 759 839
97 79 105
98 218 992
99 277 797
100 545 62
101 161 102
102 1 827
103 719 128
104 80 366
105 16 732
106 24 521
107 848 600
108 585 594
109 618 577
110 44 300
111 489 239
112 479 978
113 768 731
114 274 30
115 546 837
116 890 640
117 594 308
118 878 716
119 498 448
120 145 96
121 54 935
122 473 5
123 906 899
124 277 752
125 435 254
126 630 686
127 905 275
128 521 401
129 850 425
130 374 186
131 712 433
132 814 730
133 740 622
134 681 74
135 120 490
136 297 816
137 376 534
138 982 560
139 1 332
140 815 625
141 356 868
142 659 994
143 804 110
144 415 517
145 106 844
146 549 366
147 57 742
148 848 739
149 381 700
150 442 808
151 867 408
152 67 930
153 763 186
154 581 91
155 416 56
156 729 620
157 163 73
158 160 129
159 468 902
160 694 730
161 314 748
162 580 852
163 702 656
164 464 768
165 718 885
166 758 736
167 489 891
168 110 40
169 279 995
170 184 123
171 181 234
172 698 720
173 49 83
174 378 833
175 869 742
176 708 854
177 945 830
178 503 914
179 285 233
180 479 927
181 440 768
182 205 96
183 505 113
184 154 171
185 574 757
186 491 864
187 168 63
188 1 235
189 173 235
190 689 679
191 733 735
192 449 717
193 241 173
194 466 981
195 222 115
196 433 647
197 425 754
198 145 188
199 393 883
200 150 145
201 247 104
202 673 627
203 811 550
204 60 207
205 716 614
206 477 879
207 530 970
208 814 654
209 717 660
210 247 178
211 173 134
212 635 947
213 335 108
214 16 241
215 692 719
216 539 903
217 511 845
218 732 749
219 637 586
220 482 945
221 196 132
222 829 787
223 491 886
224 113 192
225 655 666
226 35 140
227 706 721
228 136 192
229 845 818
230 482 936
231 764 630
232 341 846
233 124 65
234 115 177
235 681 747
236 320 660
237 599 809
238 881 701
239 417 880
240 629 972
241 149 77
242 58 45
243 212 89
244 549 700
245 411 820
246 499 821
247 80 162
248 412 963
249 637 812
250 689 881
251 698 717
252 518 897
253 718 798
254 516 903
255 156 148
256 51 208
257 481 843
258 737 665
259 566 790
260 448 906
261 713 800
262 210 251
263 640 724
264 115 168
265 490 816
266 674 724
267 624 845
268 558 674
