NAME : X-n469-k138
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 469
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 256
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 0 0
2 363 697
3 120 259
4 555 718
5 522 918
6 239 935
7 304 517
8 856 96
9 38 904
10 174 951
11 294 935
12 942 324
13 402 176
14 766 450
15 473 862
16 262 550
17 661 92
18 440 655
19 678 291
20 345 691
21 564 903
22 952 802
23 698 352
24 297 930
25 66 244
26 882 642
27 777 818
28 302 212
29 824 647
30 143 946
31 108 600
32 121 755
33 697 32
34 473 995
35 342 252
36 596 534
37 248 211
38 940 88
39 81 468
40 144 796
41 244 385
42 437 42
43 381 583
44 263 549
45 153 646
46 187 688
47 248 71
48 27 70
49 649 477
50 244 370
51 145 49
52 589 402
53 105 251
54 986 452
55 486 773
56 679 851
57 102 734
58 619 809
59 139 138
60 107 489
61 921 579
62 681 336
63 925 185
64 260 655
65 46 832
66 534 440
67 117 590
68 604 453
69 667 428
70 871 548
71 943 171
72 181 252
73 172 696
74 211 597
75 82 390
76 114 189
77 659 852
78 404 544
79 169 845
80 101 663
81 422 503
82 124 861
83 289 778
84 923 842
85 464 148
86 377 32
87 482 570
88 933 156
89 987 678
90 995 62
91 241 242
92 565 805
93 898 871
94 137 970
95 11 959
96 834 251
97 307 897
98 796 286
99 693 522
100 827 725
101 27 818
102 284 562
103 136 875
104 214 719
105 75 85
106 749 863
107 648 603
108 743 494
109 169 42
110 664 268
111 485 432
112 736 577
113 232 420
114 329 374
115 360 726
116 598 258
117 890 844
118 374 794
119 937 993
120 308 95
121 970 326
122 257 653
123 333 378
124 928 411
125 4 773
126 764 96
127 620 171
128 91 795
129 729 479
130 507 782
131 321 298
132 516 599
133 581 631
134 429 383
135 914 830
136 495 443
137 201 805
138 299 90
139 327 474
140 400 714
141 936 468
142 217 110
143 447 82
144 180 61
145 329 479
146 109 163
147 607 144
148 864 903
149 633 586
150 228 986
151 98 291
152 56 919
153 302 929
154 658 831
155 664 797
156 442 558
157 492 535
158 808 967
159 998 71
160 283 534
161 562 828
162 918 176
163 250 170
164 921 325
165 577 116
166 555 259
167 523 285
168 272 677
169 802 102
170 112 530
171 371 252
172 335 99
173 205 379
174 315 321
175 304 45
176 684 368
177 962 930
178 715 476
179 281 282
180 970 23
181 944 627
182 188 859
183 218 717
184 426 876
185 232 735
186 446 846
187 483 747
188 360 494
189 608 408
190 522 830
191 396 911
192 661 720
193 56 192
194 279 720
195 732 386
196 292 154
197 265 524
198 912 441
199 216 492
200 798 670
201 125 229
202 438 432
203 29 187
204 799 900
205 231 26
206 207 149
207 306 573
208 496 745
209 379 21
210 395 564
211 632 389
212 167 874
213 71 215
214 505 662
215 547 517
216 668 216
217 11 995
218 872 947
219 42 480
220 933 471
221 605 641
222 154 936
223 65 939
224 472 601
225 462 825
226 842 664
227 14 197
228 879 336
229 896 105
230 751 178
231 242 700
232 319 671
233 422 436
234 527 45
235 552 530
236 41 364
237 261 659
238 143 846
239 705 914
240 869 444
241 835 5
242 400 676
243 910 716
244 706 700
245 267 601
246 429 646
247 333 945
248 31 190
249 889 960
250 185 385
251 591 244
252 407 737
253 731 485
254 956 536
255 255 405
256 969 429
257 28 973
258 854 256
259 349 853
260 931 120
261 719 109
262 321 722
263 851 158
264 87 931
265 943 972
266 628 621
267 189 530
268 311 745
