NAME : X-n573-k30
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 573
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 210
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 0 0
2 753 355
3 663 83
4 725 286
5 734 504
6 704 145
7 728 311
8 675 58
9 617 242
10 864 334
11 772 258
12 516 109
13 717 123
14 768 161
15 598 365
16 896 569
17 781 281
18 898 397
19 714 126
20 780 311
21 809 60
22 728 244
23 724 219
24 712 177
25 694 432
26 491 157
27 854 648
28 612 179
29 623 337
30 788 320
31 772 378
32 736 308
33 692 303
34 737 334
35 576 27
36 731 360
37 763 301
38 633 578
39 935 244
40 513 73
41 511 133
42 671 349
43 729 254
44 771 261
45 851 278
46 827 365
47 682 113
48 553 425
49 544 282
50 706 165
51 527 26
52 580 220
53 908 303
54 841 306
55 656 34
56 864 196
57 618 270
58 699 347
59 787 289
60 678 11
61 643 387
62 757 114
63 858 395
64 706 157
65 713 243
66 663 319
67 615 448
68 898 477
69 767 131
70 718 334
71 871 216
72 694 435
73 617 345
74 645 75
75 513 50
76 767 259
77 773 313
78 589 104
79 760 287
80 595 425
81 763 240
82 569 225
83 702 417
84 593 51
85 656 83
86 532 93
87 834 351
88 832 274
89 751 126
90 796 290
91 872 212
92 835 257
93 702 185
94 673 187
95 596 422
96 740 147
97 890 180
98 556 120
99 638 386
100 748 319
101 620 112
102 794 226
103 641 383
104 594 302
105 725 400
106 731 321
107 703 296
108 614 503
109 715 179
110 781 317
111 841 365
112 783 270
113 778 420
114 770 372
115 907 192
116 913 434
117 647 749
118 683 171
119 649 324
120 359 195
121 867 471
122 585 218
123 757 323
124 914 399
125 681 323
126 603 251
127 554 275
128 762 315
129 813 342
130 801 379
131 724 14
132 775 342
133 727 221
134 715 314
135 731 363
136 788 250
137 649 29
138 655 407
139 567 325
140 624 88
141 763 422
142 669 54
143 785 537
144 765 384
145 654 348
146 677 313
147 848 491
148 814 112
149 699 70
150 658 353
151 550 42
152 853 372
153 540 24
154 626 65
155 661 37
156 769 395
157 715 396
158 714 325
159 729 241
160 692 271
161 638 306
162 715 360
163 697 213
164 704 114
165 699 231
166 911 240
167 789 296
168 598 279
169 656 384
170 636 117
171 637 296
172 864 347
173 844 382
174 595 121
175 590 28
176 734 288
177 641 174
178 789 60
179 729 563
180 839 459
181 685 249
182 626 159
183 610 15
184 671 265
185 1000 201
186 875 408
187 419 38
188 671 63
189 693 73
190 803 184
191 690 55
192 680 192
193 511 191
194 899 256
195 610 110
196 827 287
197 672 526
198 751 216
199 755 311
200 770 321
201 750 262
202 665 436
203 595 339
204 743 228
205 748 421
206 736 240
207 747 298
208 511 179
209 753 707
210 413 402
211 628 437
212 661 207
213 737 328
214 711 285
215 655 325
216 800 288
217 804 352
218 678 59
219 623 79
220 825 278
221 736 469
222 728 268
223 675 177
224 641 245
225 686 180
226 617 646
227 903 84
228 646 72
229 778 409
230 865 386
231 928 420
232 668 91
233 702 123
234 705 306
235 574 355
236 684 468
237 700 483
238 617 442
239 629 426
240 767 394
241 750 212
242 828 227
243 544 253
244 605 107
245 746 356
246 737 130
247 638 79
248 600 47
249 734 377
250 652 13
251 482 164
252 737 249
253 740 161
254 554 181
255 623 270
256 748 363
257 655 305
258 878 250
259 638 311
260 743 397
261 663 78
262 649 322
263 718 309
264 711 345
265 750 222
266 734 195
267 691 372
268 676 264
