NAME : X-n502-k39
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 502
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 13
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 0 0
2 159 917
3 635 200
4 278 907
5 667 141
6 119 954
7 29 448
8 590 87
9 375 990
10 511 374
11 298 957
12 107 911
13 323 766
14 161 892
15 151 912
16 438 1000
17 284 933
18 724 191
19 286 940
20 144 785
21 672 157
22 759 176
23 553 179
24 625 167
25 133 924
26 695 73
27 149 946
28 599 162
29 305 712
30 229 709
31 332 874
32 756 143
33 696 248
34 94 777
35 381 975
36 224 928
37 414 951
38 910 190
39 749 162
40 668 273
41 146 786
42 17 793
43 255 883
44 326 837
45 549 226
46 137 868
47 74 977
48 618 248
49 328 898
50 62 802
51 177 914
52 646 208
53 666 142
54 591 205
55 163 873
56 721 164
57 623 153
58 333 956
59 237 874
60 729 102
61 330 896
62 192 949
63 446 930
64 148 897
65 92 876
66 389 942
67 131 847
68 237 990
69 594 149
70 780 190
71 719 271
72 168 982
73 278 911
74 256 896
75 279 903
76 613 47
77 597 187
78 440 296
79 320 872
80 261 925
81 301 931
82 599 218
83 227 860
84 591 189
85 319 992
86 617 172
87 118 839
88 117 909
89 578 300
90 503 966
91 232 907
92 34 955
93 191 816
94 273 42
95 171 877
96 132 920
97 113 906
98 581 125
99 138 910
100 149 870
101 622 303
102 278 845
103 587 60
104 234 818
105 310 832
106 568 227
107 711 167
108 728 251
109 185 937
110 110 840
111 254 945
112 140 937
113 238 919
114 9 875
115 97 799
116 804 100
117 243 927
118 310 938
119 171 826
120 677 213
121 708 166
122 151 931
123 262 920
124 121 769
125 149 660
126 199 749
127 78 738
128 323 963
129 63 799
130 233 931
131 693 170
132 673 156
133 213 980
134 620 191
135 125 946
136 748 117
137 250 926
138 661 327
139 147 831
140 181 923
141 548 235
142 682 157
143 263 898
144 469 339
145 144 915
146 569 234
147 577 450
148 598 231
149 693 229
150 227 952
151 211 643
152 12 942
153 288 969
154 734 312
155 641 37
156 241 761
157 618 206
158 156 915
159 712 391
160 74 787
161 705 109
162 240 902
163 603 338
164 572 363
165 620 204
166 272 925
167 652 231
168 585 299
169 107 789
170 617 223
171 242 907
172 601 240
173 453 388
174 301 889
175 246 818
176 356 916
177 681 238
178 607 119
179 351 970
180 159 896
181 582 156
182 472 257
183 143 878
184 113 926
185 236 888
186 738 73
187 677 194
188 716 196
189 532 304
190 334 772
191 514 326
192 220 712
193 631 121
194 531 262
195 707 228
196 617 160
197 624 151
198 609 191
199 599 228
200 210 727
201 481 78
202 239 749
203 650 373
204 550 138
205 393 807
206 195 806
207 81 873
208 375 829
209 506 104
210 104 898
211 674 225
212 271 910
213 222 806
214 655 37
215 324 847
216 622 54
217 399 213
218 101 875
219 668 402
220 30 895
221 241 842
222 627 176
223 869 235
224 812 223
225 561 286
226 171 973
227 582 242
228 192 858
229 651 183
230 175 840
231 365 946
232 215 770
233 125 924
234 296 984
235 682 174
236 165 846
237 136 982
238 397 821
239 185 807
240 236 972
241 278 948
242 338 880
243 759 215
244 498 51
245 177 962
246 253 878
247 190 865
248 612 266
249 204 902
250 169 877
251 101 877
252 586 247
253 242 885
254 235 775
255 585 201
256 592 164
257 461 897
258 652 246
259 267 899
260 204 860
261 298 852
262 156 936
263 135 977
264 268 927
265 303 918
266 110 877
267 625 248
268 265 857
