NAME : X-n459-k26
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 459
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 1106
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 500 500
2 832 885
3 777 632
4 406 257
5 620 467
6 343 166
7 355 345
8 393 299
9 631 767
10 384 340
11 643 630
12 786 593
13 789 727
14 443 205
15 679 408
16 845 535
17 732 820
18 890 861
19 645 689
20 800 517
21 951 643
22 828 746
23 862 625
24 606 432
25 672 984
26 580 338
27 629 494
28 809 663
29 738 595
30 604 320
31 645 532
32 688 728
33 390 680
34 842 517
35 525 404
36 697 719
37 837 853
38 741 585
39 628 506
40 354 280
41 726 834
42 721 635
43 448 363
44 963 702
45 570 484
46 389 281
47 708 380
48 522 439
49 771 523
50 778 645
51 402 318
52 817 717
53 730 655
54 814 925
55 743 362
56 568 298
57 555 132
58 937 637
59 542 678
60 822 854
61 711 697
62 603 310
63 864 674
64 850 879
65 280 198
66 502 417
67 764 610
68 729 822
69 307 258
70 896 958
71 774 732
72 684 446
73 691 793
74 905 888
75 664 411
76 875 981
77 477 226
78 607 624
79 823 875
80 558 543
81 410 237
82 712 692
83 804 678
84 491 317
85 475 280
86 881 872
87 371 269
88 520 562
89 590 431
90 420 245
91 811 647
92 501 507
93 684 647
94 739 969
95 854 717
96 844 268
97 520 823
98 866 966
99 720 645
100 564 493
101 653 541
102 831 758
103 694 804
104 661 469
105 417 251
106 683 364
107 648 479
108 255 225
109 836 934
110 811 960
111 888 492
112 111 261
113 866 827
114 822 876
115 672 419
116 750 974
117 545 420
118 140 267
119 925 749
120 505 282
121 701 477
122 427 272
123 293 242
124 757 929
125 856 861
126 848 809
127 331 214
128 682 480
129 804 638
130 349 234
131 426 194
132 499 348
133 692 700
134 331 318
135 738 644
136 967 900
137 604 563
138 701 540
139 523 429
140 834 880
141 714 644
142 369 222
143 720 566
144 606 512
145 840 926
146 786 354
147 667 709
148 670 508
149 456 202
150 827 687
151 871 800
152 556 837
153 810 589
154 537 360
155 456 275
156 688 214
157 346 163
158 880 569
159 360 215
160 849 686
161 617 420
162 308 466
163 734 534
164 880 638
165 751 763
166 616 485
167 719 744
168 371 346
169 379 420
170 565 524
171 377 138
172 864 721
173 823 535
174 367 218
175 614 761
176 659 383
177 867 910
178 717 895
179 865 793
180 588 663
181 595 488
182 408 268
183 713 863
184 652 409
185 920 394
186 819 367
187 653 425
188 618 425
189 657 290
190 709 839
191 739 541
192 909 732
193 373 218
194 375 283
195 278 391
196 843 873
197 443 229
198 756 702
199 365 293
200 821 637
201 477 191
202 401 102
203 359 290
204 791 751
205 938 787
206 709 469
207 329 178
208 559 543
209 916 882
210 758 635
211 855 710
212 797 783
213 428 238
214 802 823
215 730 542
216 797 464
217 217 29
218 939 745
219 911 889
220 829 679
221 678 523
222 709 224
223 550 429
224 821 933
225 798 482
226 686 615
227 735 658
228 728 531
229 736 452
230 721 459
231 818 377
232 421 479
233 768 524
234 498 441
235 601 454
236 851 574
237 662 511
238 526 279
239 447 601
240 889 610
241 891 930
242 483 278
243 728 845
244 451 299
245 308 215
246 643 486
247 758 963
248 439 458
249 830 608
250 387 233
251 837 948
252 561 410
253 721 439
254 778 640
255 826 627
256 644 724
257 515 465
258 728 651
259 666 474
260 759 94
261 525 419
262 927 692
263 597 228
264 448 218
265 575 349
266 921 883
267 406 172
268 840 847
