NAME : X-n134-k13
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 134
EDGE_WEIGHT_TYPE : EUC_2D
EDGE_WEIGHT_FORMAT : 
CAPACITY : 643
DISTANCE : 1.79769e+308
SERVICE_TIME : 0
NODE_COORD_SECTION
1 113 195
2 377 239
3 364 39
4 306 316
5 795 18
6 560 115
7 501 147
8 704 68
9 762 62
10 357 33
11 359 353
12 314 186
13 338 303
14 522 80
15 291 58
16 735 15
17 324 12
18 275 278
19 409 32
20 279 297
21 844 27
22 447 303
23 796 4
24 735 111
25 373 461
26 385 100
27 281 378
28 793 7
29 965 64
30 347 256
31 742 75
32 339 244
33 334 391
34 323 314
35 345 69
36 295 370
37 462 240
38 426 446
39 286 335
40 374 34
41 201 153
42 356 74
43 767 236
44 450 218
45 789 61
46 467 332
47 437 293
48 357 21
49 386 207
50 389 234
51 281 344
52 312 3
53 317 163
54 582 186
55 301 411
56 822 6
57 197 437
58 386 268
59 294 74
60 425 55
61 279 81
62 382 251
63 351 385
64 701 32
65 384 214
66 866 243
67 546 186
68 815 29
69 734 57
70 377 235
71 793 31
72 392 248
73 308 314
74 396 27
75 250 345
76 903 66
77 266 264
78 580 142
79 191 288
80 408 225
81 297 283
82 733 38
83 312 293
84 180 250
85 764 45
86 351 284
87 321 318
88 208 348
89 451 423
90 365 142
91 487 175
92 267 51
93 346 248
94 575 294
95 585 346
96 199 136
97 485 24
98 542 109
99 813 117
100 442 280
101 212 192
102 344 170
103 574 426
104 325 343
105 426 272
106 349 90
107 389 302
108 769 51
109 489 165
110 174 288
111 285 419
112 434 257
113 376 210
114 400 124
115 320 191
116 304 260
117 339 138
118 390 222
119 129 47
120 376 262
121 416 240
122 688 80
123 289 193
124 270 418
125 322 311
126 303 228
127 829 13
128 315 212
129 266 239
130 326 136
131 287 298
132 319 176
133 79 221
134 323 291
PICKUP_AND_DELIVERY_SECTION
1 0 0 0 0 0 0
2 0 0 0 0 0 53
3 0 0 0 0 0 73
4 0 0 0 0 0 60
5 0 0 0 0 0 20
6 0 0 0 0 0 23
7 0 0 0 0 0 3
8 0 0 0 0 0 46
9 0 0 0 0 0 28
10 0 0 0 0 0 84
11 0 0 0 0 72 0
12 0 0 0 0 0 64
13 0 0 0 0 0 100
14 0 0 0 0 0 10
15 0 0 0 0 0 74
16 0 0 0 0 0 29
17 0 0 0 0 0 87
18 0 0 0 0 0 95
19 0 0 0 0 0 51
20 0 0 0 0 0 67
21 0 0 0 0 17 0
22 0 0 0 0 0 51
23 0 0 0 0 0 33
24 0 0 0 0 0 12
25 0 0 0 0 0 85
26 0 0 0 0 0 54
27 0 0 0 0 0 79
28 0 0 0 0 0 26
29 0 0 0 0 0 26
30 0 0 0 0 0 58
31 0 0 0 0 35 0
32 0 0 0 0 0 99
33 0 0 0 0 0 97
34 0 0 0 0 0 73
35 0 0 0 0 0 93
36 0 0 0 0 0 54
37 0 0 0 0 0 56
38 0 0 0 0 0 89
39 0 0 0 0 0 86
40 0 0 0 0 0 85
41 0 0 0 0 79 0
42 0 0 0 0 0 60
43 0 0 0 0 0 9
44 0 0 0 0 0 98
45 0 0 0 0 0 23
46 0 0 0 0 0 78
47 0 0 0 0 0 53
48 0 0 0 0 0 92
49 0 0 0 0 0 53
50 0 0 0 0 0 80
51 0 0 0 0 54 0
52 0 0 0 0 0 89
53 0 0 0 0 0 94
54 0 0 0 0 0 47
55 0 0 0 0 0 73
56 0 0 0 0 0 45
