NAME : X-n613-k62
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 613
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 523
NODE_COORD_SECTION
1 500 500
2 550 574
3 177 24
4 448 476
5 934 619
6 323 122
7 430 76
8 364 9
9 988 994
10 91 636
11 926 977
12 2 579
13 326 342
14 455 822
15 48 74
16 814 334
17 997 22
18 838 899
19 634 360
20 324 191
21 750 283
22 996 106
23 473 967
24 642 334
25 539 764
26 510 194
27 807 664
28 949 710
29 21 994
30 293 934
31 832 366
32 8 531
33 56 893
34 82 605
35 197 626
36 661 777
37 207 272
38 945 510
39 505 137
40 325 693
41 240 335
42 776 462
43 810 235
44 496 288
45 624 171
46 799 293
47 120 393
48 250 839
49 31 266
50 64 349
51 898 729
52 740 387
53 838 992
54 952 991
55 558 497
56 695 240
57 622 113
58 670 95
59 967 595
60 926 470
61 665 284
62 753 558
63 946 61
64 820 415
65 453 551
66 565 786
67 768 573
68 841 180
69 172 849
70 799 203
71 663 950
72 33 134
73 215 505
74 973 751
75 308 651
76 519 412
77 677 737
78 937 383
79 338 276
80 997 416
81 852 151
82 366 573
83 839 66
84 245 311
85 743 248
86 265 806
87 851 403
88 621 530
89 553 917
90 467 83
91 866 308
92 556 270
93 189 936
94 131 426
95 329 945
96 64 997
97 761 475
98 248 366
99 141 114
100 235 937
101 80 598
102 133 453
103 153 763
104 739 585
105 165 754
106 933 751
107 670 474
108 319 201
109 734 286
110 118 342
111 951 973
112 303 313
113 709 929
114 993 822
115 707 624
116 92 212
117 716 302
118 184 802
119 601 936
120 668 454
121 583 424
122 151 409
123 754 53
124 89 361
125 843 196
126 679 788
127 233 266
128 994 524
129 229 917
130 381 596
131 566 501
132 96 294
133 180 770
134 199 508
135 226 827
136 691 293
137 338 332
138 905 714
139 146 954
140 148 907
141 46 71
142 594 419
143 209 732
144 419 783
145 852 847
146 194 344
147 751 651
148 530 340
149 6 405
150 961 227
151 60 343
152 87 261
153 962 886
154 974 321
155 882 81
156 777 993
157 877 318
158 645 892
159 909 276
160 859 247
161 109 124
162 214 725
163 292 982
164 674 506
165 724 614
166 247 618
167 133 392
168 140 512
169 986 490
170 139 888
171 988 341
172 255 776
173 864 343
174 614 864
175 363 805
176 594 73
177 531 156
178 221 392
179 221 398
180 809 947
181 864 805
182 843 335
183 477 878
184 129 202
185 940 551
186 183 69
187 498 641
188 867 413
189 540 551
190 281 990
191 604 224
192 907 417
193 650 349
194 998 2
195 570 808
196 216 820
197 959 382
198 527 34
199 123 708
200 337 488
201 355 476
202 887 524
203 443 886
204 892 60
205 436 349
206 427 927
207 663 441
208 78 435
209 997 108
210 324 213
211 369 115
212 177 280
213 539 753
214 81 372
215 102 788
216 43 527
217 765 671
218 31 906
219 854 983
220 610 874
221 83 143
222 835 330
223 570 361
224 390 283
225 102 840
226 982 681
227 650 227
228 975 485
229 135 322
230 287 6
231 446 24
232 530 474
233 700 542
234 397 872
235 763 838
236 305 9
237 12 340
238 285 858
239 358 892
240 123 118
241 498 952
242 752 59
243 444 51
244 888 591
245 281 498
246 927 591
247 185 324
248 79 486
249 690 495
250 767 78
251 199 357
252 257 625
253 757 346
254 559 164
255 56 937
256 559 96
257 716 848
258 415 7
259 782 493
260 198 754
261 506 686
262 780 784
263 351 593
264 972 719
265 267 937
266 921 181
267 196 447
268 748 875
269 845 567
270 437 907
271 699 405
272 978 373
273 286 936
274 755 180
275 696 458
276 188 130
