NAME : X-n957-k87
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 957
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 11
NODE_COORD_SECTION
1 737 450
2 235 789
3 340 234
4 346 320
5 406 309
6 556 636
7 872 923
8 937 83
9 9 321
10 558 18
11 63 833
12 250 509
13 143 192
14 624 286
15 364 117
16 332 953
17 235 142
18 590 430
19 303 692
20 936 665
21 39 410
22 247 581
23 986 739
24 11 283
25 138 747
26 837 511
27 596 206
28 218 339
29 443 922
30 555 133
31 896 306
32 415 752
33 691 216
34 51 0
35 726 19
36 166 333
37 951 932
38 928 807
39 505 590
40 236 284
41 115 882
42 238 887
43 729 26
44 94 697
45 409 899
46 993 715
47 473 607
48 414 55
49 884 327
50 651 407
51 891 372
52 570 733
53 919 529
54 629 220
55 711 630
56 141 492
57 720 382
58 794 51
59 745 451
60 409 990
61 825 781
62 966 938
63 378 175
64 859 269
65 596 131
66 419 557
67 77 908
68 679 268
69 726 860
70 382 728
71 885 15
72 258 313
73 734 905
74 533 912
75 924 636
76 694 621
77 469 223
78 507 707
79 892 168
80 281 800
81 607 285
82 388 354
83 568 781
84 22 348
85 153 579
86 218 236
87 308 904
88 119 154
89 939 105
90 489 374
91 547 736
92 480 1000
93 124 883
94 647 930
95 295 741
96 213 53
97 701 446
98 589 708
99 644 147
100 133 377
101 983 343
102 169 651
103 262 450
104 255 422
105 115 640
106 693 344
107 896 910
108 298 531
109 573 416
110 416 512
111 870 50
112 185 436
113 656 268
114 53 522
115 587 165
116 542 762
117 995 809
118 266 878
119 27 812
120 196 522
121 45 164
122 174 729
123 252 311
124 681 621
125 594 478
126 848 361
127 897 253
128 729 354
129 255 410
130 811 703
131 677 991
132 781 909
133 971 632
134 540 824
135 887 144
136 475 860
137 509 336
138 967 433
139 897 98
140 157 676
141 971 727
142 972 381
143 658 504
144 375 214
145 280 526
146 895 158
147 196 779
148 379 223
149 692 470
150 22 395
151 119 604
152 622 843
153 289 811
154 98 365
155 111 426
156 261 101
157 483 818
158 820 480
159 433 961
160 656 421
161 511 273
162 334 794
163 426 686
164 870 112
165 941 978
166 744 498
167 7 346
168 168 877
169 166 244
170 604 430
171 176 452
172 522 306
173 912 406
174 423 564
175 505 779
176 101 383
177 729 307
178 162 515
179 647 869
180 784 983
181 496 811
182 736 39
183 833 529
184 646 367
185 922 294
186 513 535
187 373 331
188 471 694
189 39 149
190 813 538
191 153 115
192 244 505
193 716 286
194 409 228
195 140 484
196 652 239
197 141 628
198 30 924
199 877 307
200 586 723
201 336 615
202 856 584
203 984 221
204 641 671
205 648 704
206 19 309
207 661 125
208 614 194
209 253 864
210 106 841
211 187 687
212 5 289
213 657 83
214 658 58
215 419 839
216 519 347
217 191 864
218 666 486
219 288 276
220 562 646
221 516 725
222 75 785
223 309 966
224 743 856
225 121 698
226 286 258
227 70 635
228 376 539
229 824 834
230 650 350
231 742 277
232 977 647
233 268 698
234 973 145
235 569 655
236 765 22
237 427 869
238 11 869
239 377 793
240 162 897
241 102 444
242 979 386
243 69 483
244 294 395
245 424 536
246 37 705
247 126 782
248 490 30
249 348 771
250 808 469
251 107 512
252 782 207
253 161 793
254 859 469
255 148 763
256 403 723
257 978 760
258 214 132
259 467 387
260 292 262
261 238 846
262 853 27
263 855 506
264 591 902
265 213 742
266 203 364
267 183 3
268 143 608
269 501 152
270 649 492
271 904 31
272 997 741
273 527 299
274 26 402
275 543 506
276 902 548
