NAME : X-n393-k38
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 393
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 78
NODE_COORD_SECTION
1 500 500
2 113 195
3 377 239
4 364 39
5 306 316
6 795 18
7 803 771
8 845 880
9 440 450
10 284 370
11 785 211
12 860 318
13 170 621
14 180 957
15 707 913
16 861 505
17 546 186
18 910 997
19 403 865
20 373 357
21 317 394
22 225 729
23 666 199
24 505 56
25 436 885
26 711 906
27 736 688
28 439 550
29 561 186
30 276 294
31 810 244
32 939 53
33 551 220
34 662 179
35 537 420
36 843 543
37 970 798
38 933 860
39 518 910
40 571 265
41 583 119
42 985 150
43 810 48
44 620 230
45 859 278
46 40 882
47 419 310
48 63 713
49 471 758
50 151 399
51 808 811
52 54 756
53 796 931
54 698 66
55 391 808
56 324 665
57 409 562
58 886 760
59 36 197
60 682 514
61 596 305
62 252 372
63 564 16
64 515 641
65 839 206
66 160 313
67 248 945
68 288 150
69 326 201
70 301 6
71 316 800
72 45 410
73 449 618
74 196 391
75 448 41
76 908 558
77 302 672
78 694 425
79 277 270
80 575 993
81 183 972
82 469 577
83 890 727
84 826 883
85 91 15
86 526 335
87 325 793
88 15 658
89 231 693
90 698 701
91 76 488
92 578 518
93 510 785
94 146 694
95 589 978
96 526 926
97 36 459
98 859 847
99 762 64
100 949 109
101 624 779
102 152 709
103 448 691
104 516 564
105 289 195
106 172 345
107 952 443
108 974 550
109 751 49
110 391 837
111 531 44
112 647 594
113 931 76
114 111 779
115 898 863
116 939 987
117 455 898
118 961 784
119 717 403
120 829 284
121 152 529
122 398 980
123 105 812
124 377 812
125 554 874
126 209 508
127 134 378
128 221 155
129 396 228
130 7 29
131 327 28
132 75 671
133 115 779
134 734 216
135 162 834
136 234 977
137 353 101
138 159 260
139 569 501
140 68 458
141 453 663
142 382 366
143 430 883
144 528 767
145 965 322
146 328 254
147 82 468
148 642 318
149 135 828
150 252 663
151 816 889
152 13 795
153 422 318
154 236 845
155 373 417
156 329 646
157 979 824
158 692 65
159 450 466
160 851 582
161 166 765
162 857 111
163 194 87
164 918 84
165 48 452
166 297 780
167 710 476
168 449 898
169 891 587
170 410 387
171 550 467
172 441 531
173 661 762
174 918 264
175 224 33
176 469 760
177 534 961
178 371 255
179 694 794
180 185 127
181 384 56
182 650 223
183 874 501
184 822 439
185 289 312
186 462 546
187 130 555
188 686 269
189 32 885
190 843 617
191 786 493
192 665 455
193 598 317
194 655 343
195 613 491
196 726 602
197 674 47
198 92 650
199 340 871
200 411 577
201 151 902
202 173 977
203 94 672
204 292 532
205 166 928
206 19 992
207 311 839
208 296 547
209 133 564
210 385 729
211 101 966
212 370 870
213 357 692
214 407 548
215 443 554
216 130 898
217 231 820
218 30 771
219 567 538
220 68 586
221 405 435
222 331 855
223 210 861
224 410 744
225 190 760
226 354 936
227 91 824
228 231 907
229 237 968
230 219 878
231 7 685
232 376 577
233 160 906
234 163 999
235 313 598
236 223 937
237 345 895
238 478 633
239 525 520
240 153 851
241 459 720
242 192 916
243 185 792
244 351 912
245 461 450
246 25 985
247 486 905
248 90 715
249 327 531
250 540 632
251 411 631
252 231 915
253 371 748
254 221 739
255 131 657
256 402 893
257 176 632
258 60 851
259 152 947
260 139 911
261 176 969
262 139 954
263 182 936
264 149 997
265 348 466
266 143 988
267 301 850
268 83 610
269 23 856
270 104 694
271 293 819
272 195 586
273 309 835
274 101 876
275 237 919
276 143 890
