NAME : X-n139-k10
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 139
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 106
NODE_COORD_SECTION
1 500 500
2 645 7
3 720 867
4 513 499
5 208 766
6 976 884
7 991 864
8 596 532
9 765 632
10 270 818
11 223 552
12 871 193
13 825 816
14 128 518
15 802 281
16 786 635
17 435 675
18 976 204
19 563 43
20 870 774
21 348 458
22 566 113
23 295 969
24 229 790
25 515 805
26 482 998
27 241 830
28 47 633
29 594 244
30 635 626
31 597 538
32 86 516
33 444 697
34 763 281
35 12 649
36 187 417
37 630 975
38 934 263
39 88 855
40 768 582
41 916 277
42 40 387
43 881 490
44 325 20
45 771 700
46 308 482
47 397 30
48 934 7
49 869 723
50 788 896
51 100 591
52 746 587
53 584 721
54 859 990
55 403 428
56 493 63
57 496 458
58 728 641
59 174 440
60 986 511
61 887 589
62 931 743
63 234 663
64 608 268
65 239 159
66 832 704
67 857 776
68 828 438
69 744 105
70 122 949
71 270 596
72 687 391
73 790 753
74 323 417
75 152 585
76 308 261
77 472 319
78 282 64
79 138 342
80 391 452
81 87 413
82 676 362
83 314 108
84 713 127
85 638 532
86 507 797
87 720 264
88 630 720
89 326 566
90 610 371
91 847 833
92 576 429
93 58 295
94 145 103
95 141 976
96 564 716
97 946 889
98 100 526
99 503 496
100 684 811
101 800 409
102 794 190
103 784 339
104 603 208
105 637 306
106 369 159
107 288 88
108 70 168
109 177 924
110 300 515
111 275 468
112 408 217
113 343 995
114 889 853
115 455 846
116 20 645
117 760 141
118 763 785
119 494 727
120 889 11
121 254 378
122 381 438
123 508 257
124 70 637
125 361 611
126 529 957
127 570 727
128 204 110
129 813 135
130 820 999
131 201 62
132 5 787
133 48 135
134 196 237
135 881 333
136 767 284
137 709 189
138 427 864
139 538 248
PICKUP_AND_DELIVERY_SECTION
1 0 0 0 0 0 0
2 0 0 0 0 0.108527 9.89147
3 0 0 0 0 8.3045 1.6955
4 0 0 0 0 4.86355 0.136452
5 0 0 0 0 2.44386 6.55614
6 0 0 0 0 7.2459 0.754098
7 0 0 0 0 4.35923 0.640767
8 0 0 0 0 4.46309 0.536913
9 0 0 0 0 6.60915 1.39085
10 0 0 0 0 1.98044 4.01956
11 0 0 0 0 3.23188 4.76812
12 0 0 0 0 2.21584 7.78416
13 0 0 0 0 8.90182 0.0981818
14 0 0 0 0 2.22394 6.77606
15 0 0 0 0 2.80299 5.19701
16 0 0 0 0 7.27099 1.72901
17 0 0 0 0 3.22222 1.77778
18 0 0 0 0 2.09016 7.90984
19 0 0 0 0 0.534636 6.46536
20 0 0 0 0 5.33793 0.662069
21 0 0 0 0 6.83843 2.16157
22 0 0 0 0 1.99647 8.00353
23 0 0 0 0 1.82663 4.17337
24 0 0 0 0 2.89873 7.10127
25 0 0 0 0 3.19876 1.80124
26 0 0 0 0 3.86373 4.13627
27 0 0 0 0 1.74217 4.25783
28 0 0 0 0 0.593997 7.406
29 0 0 0 0 2.05387 2.94613
30 0 0 0 0 5.91496 0.0850394
31 0 0 0 0 4.50586 0.494137
32 0 0 0 0 1.16667 5.83333
33 0 0 0 0 6.37016 3.62984
34 0 0 0 0 3.31455 5.68545
35 0 0 0 0 0.12943 6.87057
36 0 0 0 0 2.24221 2.75779
37 0 0 0 0 5.81538 3.18462
38 0 0 0 0 1.68951 4.31049
39 0 0 0 0 0.823392 7.17661
40 0 0 0 0 6.82031 2.17969
