NAME : X-n289-k60
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 289
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 267
NODE_COORD_SECTION
1 0 0
2 174 325
3 49 34
4 543 815
5 42 920
6 545 80
7 681 950
8 870 118
9 787 220
10 537 927
11 180 838
12 543 582
13 442 620
14 747 569
15 932 48
16 14 356
17 53 476
18 603 228
19 772 573
20 811 359
21 373 37
22 859 142
23 489 543
24 37 771
25 354 944
26 96 62
27 326 729
28 881 541
29 653 724
30 226 759
31 481 44
32 100 882
33 129 299
34 989 512
35 600 42
36 538 772
37 346 479
38 448 624
39 286 417
40 612 457
41 70 468
42 502 909
43 595 503
44 819 948
45 771 355
46 372 196
47 535 775
48 232 518
49 119 626
50 110 835
51 567 348
52 6 211
53 493 652
54 96 183
55 105 479
56 873 333
57 468 199
58 536 120
59 17 65
60 638 958
61 328 921
62 968 540
63 125 145
64 692 422
65 557 864
66 752 850
67 703 395
68 498 832
69 343 962
70 583 474
71 976 636
72 101 555
73 77 544
74 981 353
75 625 324
76 622 728
77 855 827
78 792 443
79 283 63
80 760 751
81 972 417
82 694 214
83 38 91
84 294 791
85 429 815
86 691 154
87 930 792
88 579 279
89 431 909
90 615 264
91 448 185
92 49 414
93 883 478
94 627 564
95 40 434
96 718 660
97 896 694
98 716 586
99 607 343
100 675 244
101 282 617
102 199 880
103 998 855
104 588 662
105 58 700
106 221 510
107 518 554
108 203 173
109 944 282
110 254 558
111 428 165
112 848 305
113 860 100
114 602 620
115 437 55
116 922 348
117 433 776
118 891 306
119 211 731
120 408 859
121 492 322
122 581 746
123 868 337
124 365 161
125 568 646
126 456 81
127 477 162
128 429 844
129 396 41
130 130 972
131 563 135
132 317 258
133 414 696
134 547 90
135 602 325
136 321 27
137 263 184
138 474 629
139 526 440
140 814 534
141 287 975
142 11 791
143 217 331
144 745 430
145 34 925
146 84 298
147 12 489
148 140 132
149 755 784
150 948 889
151 201 545
152 609 322
153 880 525
154 649 744
155 643 684
156 769 790
157 319 178
158 731 709
159 787 828
160 225 726
161 596 265
162 634 256
163 663 359
164 166 640
165 642 362
166 520 270
167 42 480
168 112 399
169 150 168
170 82 292
171 122 330
172 127 502
173 775 687
174 13 620
175 634 888
176 68 320
177 982 753
178 224 537
179 841 798
180 174 366
181 24 40
182 145 248
183 419 444
184 879 792
185 929 876
186 123 355
187 986 847
188 948 915
189 875 393
190 117 315
191 662 329
192 34 517
193 73 159
194 80 288
195 152 615
196 192 202
197 881 867
198 766 781
199 660 798
200 184 487
201 706 738
202 75 367
203 192 700
204 277 151
205 9 455
206 605 301
207 102 332
208 193 612
209 606 304
210 50 417
211 61 343
212 80 515
213 79 416
214 257 315
215 215 135
216 904 911
217 892 734
218 130 120
219 91 213
220 679 826
221 634 319
222 698 259
223 664 283
224 316 692
225 159 590
226 768 627
227 583 308
228 552 300
229 890 942
230 921 841
231 884 682
232 28 627
233 846 789
234 141 84
235 151 452
236 651 231
237 593 205
238 126 511
239 998 988
240 53 418
241 126 279
242 65 479
243 217 664
244 916 983
245 465 504
246 11 435
247 328 87
248 341 495
249 167 100
250 75 221
251 12 139
252 712 863
253 854 920
254 95 312
255 65 272
256 0 426
257 700 806
258 36 551
259 200 578
260 572 402
261 695 326
262 811 730
263 957 880
264 194 131
265 120 604
266 998 976
267 736 914
268 252 343
269 653 922
270 726 784
271 171 218
272 188 452
273 170 515
274 932 944
275 594 876
276 169 35
