NAME : X-n979-k58
COMMENT : "Generated by Uchoa, Pecin, Pessoa, Poggi, Subramanian, and Vidal (2013)"
TYPE : CVRP
DIMENSION : 979
EDGE_WEIGHT_TYPE : EUC_2D
CAPACITY : 998
NODE_COORD_SECTION
1 0 0
2 236 951
3 735 289
4 841 735
5 846 821
6 907 810
7 55 136
8 699 326
9 731 899
10 739 753
11 807 828
12 775 783
13 891 689
14 62 93
15 780 220
16 799 739
17 661 348
18 865 688
19 12 4
20 829 827
21 845 896
22 136 243
23 878 584
24 908 794
25 820 771
26 895 788
27 747 915
28 860 746
29 829 754
30 94 149
31 940 847
32 884 747
33 226 904
34 738 802
35 194 98
36 789 744
37 929 895
38 864 696
39 84 161
40 764 615
41 283 937
42 776 807
43 877 427
44 828 266
45 297 994
46 665 900
47 15 93
48 100 956
49 850 790
50 854 794
51 898 679
52 948 888
53 731 282
54 60 87
55 826 362
56 716 264
57 885 814
58 932 825
59 308 926
60 225 130
61 853 861
62 794 753
63 771 729
64 264 853
65 780 693
66 837 723
67 895 849
68 746 715
69 736 862
70 734 730
71 616 228
72 7 80
73 93 860
74 860 765
75 877 734
76 819 798
77 706 922
78 861 714
79 710 149
80 268 903
81 783 808
82 811 865
83 231 950
84 929 771
85 717 857
86 767 755
87 250 924
88 972 543
89 114 955
90 931 866
91 796 414
92 708 270
93 893 755
94 175 956
95 928 757
96 712 401
97 911 968
98 73 240
99 273 9
100 729 595
101 35 166
102 144 36
103 855 718
104 246 872
105 145 125
106 828 875
107 991 591
108 256 913
109 916 785
110 572 373
111 794 708
112 293 607
113 954 807
114 929 743
115 766 280
116 649 291
117 467 677
118 754 655
119 739 882
120 914 788
121 840 785
122 688 415
123 872 383
124 100 253
125 825 737
126 934 881
127 61 122
128 805 306
129 723 293
130 210 984
131 871 845
132 263 916
133 689 176
134 916 696
135 267 798
136 709 162
137 778 748
138 868 711
139 888 705
140 275 849
141 721 780
142 39 209
143 725 784
144 732 339
145 153 957
146 228 685
147 133 309
148 968 772
149 856 654
150 9 152
151 241 951
152 713 376
153 838 377
154 876 764
155 597 423
156 114 992
157 877 851
158 919 703
159 904 766
160 72 31
161 466 393
162 781 784
163 901 846
164 832 916
165 82 123
166 854 803
167 860 788
168 886 728
169 721 227
170 821 575
171 833 775
172 740 699
173 815 870
174 987 925
175 912 794
176 52 131
177 278 957
178 978 690
179 771 292
180 823 346
181 707 335
182 169 906
183 735 870
184 881 748
185 286 992
186 852 889
187 795 680
188 234 986
189 950 871
190 93 187
191 242 902
192 166 240
193 831 436
194 826 244
195 913 959
196 762 783
197 899 829
198 838 765
199 175 829
200 869 785
201 953 964
202 866 944
203 936 737
204 819 800
205 159 845
206 226 948
207 900 582
208 716 261
209 724 340
210 882 786
211 37 115
212 76 158
213 932 900
214 933 720
215 16 220
216 697 613
217 794 288
218 843 826
219 944 819
220 182 953
221 871 819
222 795 277
223 27 151
224 90 898
225 837 658
226 48 57
227 335 937
228 768 713
229 620 617
230 870 923
231 703 796
232 784 302
233 626 928
234 847 721
235 27 180
236 791 822
237 836 834
238 840 350
239 267 903
240 865 981
241 887 753
242 213 883
243 132 331
244 99 100
245 976 899
246 678 226
247 906 926
248 716 733
249 866 711
250 268 882
251 904 726
252 867 615
253 929 807
254 625 238
255 237 947
256 209 895
257 766 806
258 464 628
259 723 817
260 756 859
261 149 12
262 46 127
263 648 763
264 709 1000
265 829 844
266 973 811
267 689 268
268 13 80
269 896 935
270 754 764
271 942 954
272 716 719
273 813 654
274 834 758
275 207 941
276 756 865
